From	To	Species	Gene Name
b3829	metE	Escherichia coli str. K-12 substr. MG1655	cobalamin-independent homocysteine transmethylase(metE)
b0314	betT	Escherichia coli str. K-12 substr. MG1655	choline:H(+) symporter(betT)
b3824	rhtB	Escherichia coli str. K-12 substr. MG1655	L-homoserine/L-homoserine lactone/L-threonine exporter(rhtB)
b2976	glcB	Escherichia coli str. K-12 substr. MG1655	malate synthase G(glcB)
b3823	rhtC	Escherichia coli str. K-12 substr. MG1655	L-threonine exporter(rhtC)
b1646	sodC	Escherichia coli str. K-12 substr. MG1655	superoxide dismutase (Cu-Zn)(sodC)
b3826	yigL	Escherichia coli str. K-12 substr. MG1655	phosphosugar phosphatase YigL(yigL)
b3825	pldB	Escherichia coli str. K-12 substr. MG1655	lysophospholipase L2(pldB)
b2979	glcD	Escherichia coli str. K-12 substr. MG1655	glycolate dehydrogenase, putative FAD-linked subunit(glcD)
b1400	paaY	Escherichia coli str. K-12 substr. MG1655	2-hydroxycyclohepta-1,4,6-triene-1-carboxyl-CoA thioesterase(paaY)
b3821	pldA	Escherichia coli str. K-12 substr. MG1655	outer membrane phospholipase A(pldA)
b2975	glcA	Escherichia coli str. K-12 substr. MG1655	glycolate/lactate:H(+) symporter GlcA(glcA)
b0312	betB	Escherichia coli str. K-12 substr. MG1655	betaine aldehyde dehydrogenase(betB)
b0311	betA	Escherichia coli str. K-12 substr. MG1655	choline dehydrogenase(betA)
b1640	anmK	Escherichia coli str. K-12 substr. MG1655	anhydro-N-acetylmuramic acid kinase(anmK)
b0306	ykgE	Escherichia coli str. K-12 substr. MG1655	putative lactate utilization oxidoreductase YkgE(ykgE)
b1638	pdxH	Escherichia coli str. K-12 substr. MG1655	pyridoxine/pyridoxamine 5'-phosphate oxidase(pdxH)
b2727	hypB	Escherichia coli str. K-12 substr. MG1655	hydrogenase isoenzymes nickel incorporation protein HypB(hypB)
b3816	corA	Escherichia coli str. K-12 substr. MG1655	Ni(2(+))/Co(2(+))/Mg(2(+)) transporter(corA)
b0789	clsB	Escherichia coli str. K-12 substr. MG1655	cardiolipin synthase B(clsB)
b2723	hycC	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycC(hycC)
b1634	dtpA	Escherichia coli str. K-12 substr. MG1655	dipeptide/tripeptide:H(+) symporter DtpA(dtpA)
b2965	speC	Escherichia coli str. K-12 substr. MG1655	constitutive ornithine decarboxylase(speC)
b3812	yigB	Escherichia coli str. K-12 substr. MG1655	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase(yigB)
b2724	hycB	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycB(hycB)
b0308	ykgG	Escherichia coli str. K-12 substr. MG1655	DUF162 domain-containing lactate utilization protein YkgG(ykgG)
b1636	pdxY	Escherichia coli str. K-12 substr. MG1655	pyridoxal kinase 2(pdxY)
b0307	ykgF	Escherichia coli str. K-12 substr. MG1655	putative amino acid dehydrogenase with NAD(P)-binding domain and ferridoxin-like domain(ykgF)
b1872	torZ	Escherichia coli str. K-12 substr. MG1655	trimethylamine N-oxide reductase 2(torZ)
b1873	torY	Escherichia coli str. K-12 substr. MG1655	cytochrome c quinol dehydrogenase TorY(torY)
b2720	hycF	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycF(hycF)
b0781	moaA	Escherichia coli str. K-12 substr. MG1655	GTP 3',8'-cyclase(moaA)
b2721	hycE	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycE(hycE)
b2963	mltC	Escherichia coli str. K-12 substr. MG1655	membrane-bound lytic murein transglycosylase C(mltC)
b2964	nupG	Escherichia coli str. K-12 substr. MG1655	nucleoside:H(+) symporter NupG(nupG)
b2722	hycD	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycD(hycD)
b0543	emrE	Escherichia coli str. K-12 substr. MG1655	multidrug/betaine/choline efflux transporter EmrE(emrE)
b0785	moaE	Escherichia coli str. K-12 substr. MG1655	molybdopterin synthase catalytic subunit(moaE)
b1870	cmoA	Escherichia coli str. K-12 substr. MG1655	carboxy-S-adenosyl-L-methionine synthase(cmoA)
b0784	moaD	Escherichia coli str. K-12 substr. MG1655	molybdopterin synthase sulfur carrier subunit(moaD)
b0783	moaC	Escherichia coli str. K-12 substr. MG1655	cyclic pyranopterin monophosphate synthase(moaC)
b3809	dapF	Escherichia coli str. K-12 substr. MG1655	diaminopimelate epimerase(dapF)
b2716	ascB	Escherichia coli str. K-12 substr. MG1655	6-phospho-beta-glucosidase AscB(ascB)
b3806	cyaA	Escherichia coli str. K-12 substr. MG1655	adenylate cyclase(cyaA)
b0778	bioD	Escherichia coli str. K-12 substr. MG1655	dethiobiotin synthetase(bioD)
b3805	hemC	Escherichia coli str. K-12 substr. MG1655	hydroxymethylbilane synthase(hemC)
b0777	bioC	Escherichia coli str. K-12 substr. MG1655	malonyl-acyl carrier protein methyltransferase(bioC)
b2719	hycG	Escherichia coli str. K-12 substr. MG1655	formate hydrogenlyase subunit HycG(hycG)
b0776	bioF	Escherichia coli str. K-12 substr. MG1655	8-amino-7-oxononanoate synthase(bioF)
b1865	nudB	Escherichia coli str. K-12 substr. MG1655	dihydroneopterin triphosphate diphosphatase(nudB)
b2954	rdgB	Escherichia coli str. K-12 substr. MG1655	dITP/XTP pyrophosphatase(rdgB)
b1623	add	Escherichia coli str. K-12 substr. MG1655	adenosine deaminase(add)
b3804	hemD	Escherichia coli str. K-12 substr. MG1655	uroporphyrinogen-III synthase(hemD)
b2715	ascF	Escherichia coli str. K-12 substr. MG1655	beta-glucoside specific PTS enzyme IIBC component(ascF)
b2957	ansB	Escherichia coli str. K-12 substr. MG1655	L-asparaginase 2(ansB)
b2710	norV	Escherichia coli str. K-12 substr. MG1655	anaerobic nitric oxide reductase flavorubredoxin(norV)
b1621	malX	Escherichia coli str. K-12 substr. MG1655	PTS enzyme IIBC component MalX(malX)
b2711	norW	Escherichia coli str. K-12 substr. MG1655	NADH:flavorubredoxin reductase(norW)
b1622	malY	Escherichia coli str. K-12 substr. MG1655	negative regulator of MalT activity/cystathionine beta-lyase(malY)
b0775	bioB	Escherichia coli str. K-12 substr. MG1655	biotin synthase(bioB)
b0774	bioA	Escherichia coli str. K-12 substr. MG1655	adenosylmethionine-8-amino-7-oxononanoate aminotransferase(bioA)
b4177	purA	Escherichia coli str. K-12 substr. MG1655	adenylosuccinate synthetase(purA)
b4173	hflX	Escherichia coli str. K-12 substr. MG1655	ribosome rescue factor HflX(hflX)
b0809	glnQ	Escherichia coli str. K-12 substr. MG1655	L-glutamine ABC transporter ATP binding subunit(glnQ)
b0808	ybiO	Escherichia coli str. K-12 substr. MG1655	moderate conductance mechanosensitive channel YbiO(ybiO)
b0805	fiu	Escherichia coli str. K-12 substr. MG1655	iron catecholate outer membrane transporter Fiu(fiu)
b4167	nnr	Escherichia coli str. K-12 substr. MG1655	NAD(P)HX epimerase/NAD(P)HX dehydratase(nnr)
b4169	amiB	Escherichia coli str. K-12 substr. MG1655	N-acetylmuramoyl-L-alanine amidase B(amiB)
b4160	psd	Escherichia coli str. K-12 substr. MG1655	phosphatidylserine decarboxylase proenzyme(psd)
b3070	nfeF	Escherichia coli str. K-12 substr. MG1655	NADPH-dependent ferric-chelate reductase(nfeF)
b4161	rsgA	Escherichia coli str. K-12 substr. MG1655	ribosome small subunit-dependent GTPase A(rsgA)
b3073	patA	Escherichia coli str. K-12 substr. MG1655	putrescine aminotransferase(patA)
b4159	mscM	Escherichia coli str. K-12 substr. MG1655	miniconductance mechanosensitive channel MscM(mscM)
b4153	frdB	Escherichia coli str. K-12 substr. MG1655	fumarate reductase iron-sulfur protein(frdB)
b3063	ttdT	Escherichia coli str. K-12 substr. MG1655	L-tartrate:succinate antiporter(ttdT)
b4152	frdC	Escherichia coli str. K-12 substr. MG1655	fumarate reductase membrane protein FrdC(frdC)
b4394	yjjX	Escherichia coli str. K-12 substr. MG1655	inosine/xanthosine triphosphatase(yjjX)
b4154	frdA	Escherichia coli str. K-12 substr. MG1655	fumarate reductase flavoprotein subunit(frdA)
b4390	nadR	Escherichia coli str. K-12 substr. MG1655	DNA-binding transcriptional repressor/NMN adenylyltransferase NadR(nadR)
b4151	frdD	Escherichia coli str. K-12 substr. MG1655	fumarate reductase membrane protein FrdD(frdD)
b3061	ttdA	Escherichia coli str. K-12 substr. MG1655	L(+)-tartrate dehydratase subunit alpha(ttdA)
b4392	slt	Escherichia coli str. K-12 substr. MG1655	soluble lytic murein transglycosylase(slt)
b3062	ttdB	Escherichia coli str. K-12 substr. MG1655	L(+)-tartrate dehydratase subunit beta(ttdB)
b4146	epmB	Escherichia coli str. K-12 substr. MG1655	lysine 2,3-aminomutase(epmB)
b4388	serB	Escherichia coli str. K-12 substr. MG1655	phosphoserine phosphatase(serB)
b3057	bacA	Escherichia coli str. K-12 substr. MG1655	undecaprenyl pyrophosphate phosphatase(bacA)
b3058	folB	Escherichia coli str. K-12 substr. MG1655	dihydroneopterin aldolase(folB)
b3059	plsY	Escherichia coli str. K-12 substr. MG1655	putative glycerol-3-phosphate acyltransferase(plsY)
b3052	hldE	Escherichia coli str. K-12 substr. MG1655	fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase(hldE)
b4384	deoD	Escherichia coli str. K-12 substr. MG1655	purine nucleoside phosphorylase(deoD)
b4141	yjeH	Escherichia coli str. K-12 substr. MG1655	L-methionine/branched chain amino acid exporter(yjeH)
b4383	deoB	Escherichia coli str. K-12 substr. MG1655	phosphopentomutase(deoB)
b4386	lplA	Escherichia coli str. K-12 substr. MG1655	lipoate--protein ligase A(lplA)
b3290	trkA	Escherichia coli str. K-12 substr. MG1655	NAD-binding component of Trk potassium transporters(trkA)
b3291	mscL	Escherichia coli str. K-12 substr. MG1655	large conductance mechanosensitive channel(mscL)
b4382	deoA	Escherichia coli str. K-12 substr. MG1655	thymidine phosphorylase(deoA)
b4381	deoC	Escherichia coli str. K-12 substr. MG1655	deoxyribose-phosphate aldolase(deoC)
b4139	aspA	Escherichia coli str. K-12 substr. MG1655	aspartate ammonia-lyase(aspA)
b4138	dcuA	Escherichia coli str. K-12 substr. MG1655	C4-dicarboxylate transporter DcuA(dcuA)
b2198	ccmD	Escherichia coli str. K-12 substr. MG1655	cytochrome c maturation protein D(ccmD)
b2199	ccmC	Escherichia coli str. K-12 substr. MG1655	cytochrome c maturation protein C(ccmC)
b4136	dsbD	Escherichia coli str. K-12 substr. MG1655	thiol-disulfide exchange protein DsbD(dsbD)
b0844	ybjI	Escherichia coli str. K-12 substr. MG1655	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase(ybjI)
b0842	mdfA	Escherichia coli str. K-12 substr. MG1655	multidrug efflux pump MdfA/Na(+):H(+) antiporter/K(+):H(+) antiporter(mdfA)
b0849	grxA	Escherichia coli str. K-12 substr. MG1655	reduced glutaredoxin 1(grxA)
b0606	ahpF	Escherichia coli str. K-12 substr. MG1655	alkyl hydroperoxide reductase, AhpF component(ahpF)
b0605	ahpC	Escherichia coli str. K-12 substr. MG1655	alkyl hydroperoxide reductase, AhpC component(ahpC)
b0604	dsbG	Escherichia coli str. K-12 substr. MG1655	protein sulfenic acid reductase and chaperone DsbG(dsbG)
b0841	ybjG	Escherichia coli str. K-12 substr. MG1655	undecaprenyl pyrophosphate phosphatase(ybjG)
b0839	dacC	Escherichia coli str. K-12 substr. MG1655	D-alanyl-D-alanine carboxypeptidase DacC(dacC)
b0832	gsiD	Escherichia coli str. K-12 substr. MG1655	glutathione ABC transporter membrane subunit GsiD(gsiD)
b1927	amyA	Escherichia coli str. K-12 substr. MG1655	alpha-amylase(amyA)
b0831	gsiC	Escherichia coli str. K-12 substr. MG1655	glutathione ABC transporter membrane subunit GsiC(gsiC)
b1920	tcyJ	Escherichia coli str. K-12 substr. MG1655	cystine ABC transporter periplasmic binding protein(tcyJ)
b0837	yliI	Escherichia coli str. K-12 substr. MG1655	aldose sugar dehydrogenase YliI(yliI)
b0830	gsiB	Escherichia coli str. K-12 substr. MG1655	glutathione ABC transporter periplasmic binding protein(gsiB)
b4197	ulaE	Escherichia coli str. K-12 substr. MG1655	L-ribulose-5-phosphate 3-epimerase UlaE(ulaE)
b4196	ulaD	Escherichia coli str. K-12 substr. MG1655	3-keto-L-gulonate-6-phosphate decarboxylase UlaD(ulaD)
b4198	ulaF	Escherichia coli str. K-12 substr. MG1655	L-ribulose-5-phosphate 4-epimerase UlaF(ulaF)
b4193	ulaA	Escherichia coli str. K-12 substr. MG1655	L-ascorbate specific PTS enzyme IIC component(ulaA)
b4192	ulaG	Escherichia coli str. K-12 substr. MG1655	L-ascorbate-6-phosphate lactonase(ulaG)
b4195	ulaC	Escherichia coli str. K-12 substr. MG1655	L-ascorbate specific PTS enzyme IIA component(ulaC)
b4194	ulaB	Escherichia coli str. K-12 substr. MG1655	L-ascorbate specific PTS enzyme IIB component(ulaB)
b0829	gsiA	Escherichia coli str. K-12 substr. MG1655	glutathione ABC transporter ATP binding subunit GsiA(gsiA)
b0828	iaaA	Escherichia coli str. K-12 substr. MG1655	isoaspartyl dipeptidase proenzyme(iaaA)
b1917	tcyN	Escherichia coli str. K-12 substr. MG1655	cystine ABC transporter ATP binding subunit(tcyN)
b1918	tcyL	Escherichia coli str. K-12 substr. MG1655	cystine ABC transporter membrane subunit(tcyL)
b1919	dcyD	Escherichia coli str. K-12 substr. MG1655	D-cysteine desulfhydrase(dcyD)
b0822	ybiV	Escherichia coli str. K-12 substr. MG1655	sugar phosphatase YbiV(ybiV)
b0827	moeA	Escherichia coli str. K-12 substr. MG1655	molybdopterin molybdotransferase(moeA)
b0826	moeB	Escherichia coli str. K-12 substr. MG1655	molybdopterin-synthase adenylyltransferase(moeB)
b0825	fsaA	Escherichia coli str. K-12 substr. MG1655	fructose-6-phosphate aldolase 1(fsaA)
b1912	pgsA	Escherichia coli str. K-12 substr. MG1655	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase(pgsA)
b3092	uxaC	Escherichia coli str. K-12 substr. MG1655	D-glucoronate/D-galacturonate isomerase(uxaC)
b3093	exuT	Escherichia coli str. K-12 substr. MG1655	hexuronate transporter(exuT)
b0819	ldtB	Escherichia coli str. K-12 substr. MG1655	L,D-transpeptidase LdtB(ldtB)
b3091	uxaA	Escherichia coli str. K-12 substr. MG1655	D-altronate dehydratase(uxaA)
b1907	tyrP	Escherichia coli str. K-12 substr. MG1655	tyrosine:H(+) symporter(tyrP)
b0811	glnH	Escherichia coli str. K-12 substr. MG1655	L-glutamine ABC transporter periplasmic binding protein(glnH)
b0810	glnP	Escherichia coli str. K-12 substr. MG1655	L-glutamine ABC transporter membrane subunit(glnP)
b1900	araG	Escherichia coli str. K-12 substr. MG1655	arabinose ABC transporter ATP binding subunit(araG)
b1901	araF	Escherichia coli str. K-12 substr. MG1655	arabinose ABC transporter periplasmic binding protein(araF)
b0813	rhtA	Escherichia coli str. K-12 substr. MG1655	L-threonine/L-homoserine exporter(rhtA)
b3089	sstT	Escherichia coli str. K-12 substr. MG1655	serine/threonine:Na(+) symporter(sstT)
b2392	mntH	Escherichia coli str. K-12 substr. MG1655	Mn(2(+))/Fe(2(+)): H(+) symporter MntH(mntH)
b2150	mglB	Escherichia coli str. K-12 substr. MG1655	D-galactose/methyl-galactoside ABC transporter periplasmic binding protein(mglB)
b2393	nupC	Escherichia coli str. K-12 substr. MG1655	nucleoside:H(+) symporter NupC(nupC)
b3240	aaeB	Escherichia coli str. K-12 substr. MG1655	aromatic carboxylic acid efflux pump subunit AaeB(aaeB)
b1062	pyrC	Escherichia coli str. K-12 substr. MG1655	dihydroorotase(pyrC)
b3241	aaeA	Escherichia coli str. K-12 substr. MG1655	aromatic carboxylic acid efflux pump membrane fusion protein(aaeA)
b1064	grxB	Escherichia coli str. K-12 substr. MG1655	reduced glutaredoxin 2(grxB)
b2153	folE	Escherichia coli str. K-12 substr. MG1655	GTP cyclohydrolase 1(folE)
b3480	nikE	Escherichia coli str. K-12 substr. MG1655	Ni(2(+)) ABC transporter ATP binding subunit NikE(nikE)
b2147	preA	Escherichia coli str. K-12 substr. MG1655	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreA(preA)
b3236	mdh	Escherichia coli str. K-12 substr. MG1655	malate dehydrogenase(mdh)
b3478	nikC	Escherichia coli str. K-12 substr. MG1655	Ni(2(+)) ABC transporter membrane subunit NikC(nikC)
b2148	mglC	Escherichia coli str. K-12 substr. MG1655	D-galactose/methyl-galactoside ABC transporter membrane subunit(mglC)
b1059	solA	Escherichia coli str. K-12 substr. MG1655	N-methyl-L-tryptophan oxidase(solA)
b3479	nikD	Escherichia coli str. K-12 substr. MG1655	Ni(2(+)) ABC transporter ATP binding subunit NikD(nikD)
b2149	mglA	Escherichia coli str. K-12 substr. MG1655	D-galactose/methyl-galactoside ABC transporter ATP binding subunit(mglA)
b1054	lpxL	Escherichia coli str. K-12 substr. MG1655	lauroyl acyltransferase(lpxL)
b1296	puuP	Escherichia coli str. K-12 substr. MG1655	putrescine:H(+) symporter PuuP(puuP)
b2143	cdd	Escherichia coli str. K-12 substr. MG1655	cytidine/deoxycytidine deaminase(cdd)
b4322	uxuA	Escherichia coli str. K-12 substr. MG1655	D-mannonate dehydratase(uxuA)
b1297	puuA	Escherichia coli str. K-12 substr. MG1655	glutamate-putrescine ligase(puuA)
b4321	gntP	Escherichia coli str. K-12 substr. MG1655	fructuronate transporter(gntP)
b3475	acpT	Escherichia coli str. K-12 substr. MG1655	holo-[acyl carrier protein] synthase 2(acpT)
b1298	puuD	Escherichia coli str. K-12 substr. MG1655	gamma-glutamyl-gamma-aminobutyrate hydrolase(puuD)
b3476	nikA	Escherichia coli str. K-12 substr. MG1655	Ni(2(+)) ABC transporter periplasmic binding protein(nikA)
b4323	uxuB	Escherichia coli str. K-12 substr. MG1655	D-mannonate oxidoreductase(uxuB)
b2388	glk	Escherichia coli str. K-12 substr. MG1655	glucokinase(glk)
b2146	preT	Escherichia coli str. K-12 substr. MG1655	dihydropyrimidine dehydrogenase (NAD(+)) subunit PreT(preT)
b3477	nikB	Escherichia coli str. K-12 substr. MG1655	Ni(2(+)) ABC transporter membrane subunit NikB(nikB)
b1291	sapD	Escherichia coli str. K-12 substr. MG1655	putrescine ABC exporter ATP binding protein SapD(sapD)
b2378	lpxP	Escherichia coli str. K-12 substr. MG1655	palmitoleoyl acyltransferase(lpxP)
b0199	metN	Escherichia coli str. K-12 substr. MG1655	L-methionine/D-methionine ABC transporter ATP binding subunit(metN)
b3225	nanA	Escherichia coli str. K-12 substr. MG1655	N-acetylneuraminate lyase(nanA)
b2379	alaC	Escherichia coli str. K-12 substr. MG1655	glutamate--pyruvate aminotransferase AlaC(alaC)
b0198	metI	Escherichia coli str. K-12 substr. MG1655	L-methionine/D-methionine ABC transporter membrane subunit(metI)
b0197	metQ	Escherichia coli str. K-12 substr. MG1655	L-methionine/D-methionine ABC transporter membrane anchored binding protein(metQ)
b3469	zntA	Escherichia coli str. K-12 substr. MG1655	Zn(2(+))/Cd(2(+))/Pb(2(+)) exporting P-type ATPase(zntA)
b2132	bglX	Escherichia coli str. K-12 substr. MG1655	beta-D-glucoside glucohydrolase, periplasmic(bglX)
b2374	frc	Escherichia coli str. K-12 substr. MG1655	formyl-CoA transferase(frc)
b4311	nanC	Escherichia coli str. K-12 substr. MG1655	N-acetylneuraminate outer membrane channel(nanC)
b1285	pdeR	Escherichia coli str. K-12 substr. MG1655	cyclic di-GMP phosphodiesterase PdeR(pdeR)
b2133	dld	Escherichia coli str. K-12 substr. MG1655	quinone-dependent D-lactate dehydrogenase(dld)
b3222	nanK	Escherichia coli str. K-12 substr. MG1655	N-acetylmannosamine kinase(nanK)
b2134	pbpG	Escherichia coli str. K-12 substr. MG1655	peptidoglycan DD-endopeptidase PbpG(pbpG)
b3223	nanE	Escherichia coli str. K-12 substr. MG1655	putative N-acetylmannosamine-6-phosphate 2-epimerase(nanE)
b3224	nanT	Escherichia coli str. K-12 substr. MG1655	N-acetylneuraminate:H(+) symporter(nanT)
b1288	fabI	Escherichia coli str. K-12 substr. MG1655	enoyl-[acyl-carrier-protein] reductase(fabI)
b1281	pyrF	Escherichia coli str. K-12 substr. MG1655	orotidine-5'-phosphate decarboxylase(pyrF)
b2371	yfdE	Escherichia coli str. K-12 substr. MG1655	acetyl-CoA:oxalate CoA-transferase(yfdE)
b3460	livJ	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid/phenylalanine ABC transporter periplasmic binding protein(livJ)
b2130	yehY	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter membrane subunit YehY(yehY)
b2131	osmF	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter periplasmic binding protein OsmF(osmF)
b2373	oxc	Escherichia coli str. K-12 substr. MG1655	oxalyl-CoA decarboxylase(oxc)
b2129	yehX	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter ATP binding subunit YehX(yehX)
b1278	pgpB	Escherichia coli str. K-12 substr. MG1655	phosphatidylglycerophosphatase B(pgpB)
b3456	livM	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivM(livM)
b3457	livH	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid/phenylalanine ABC transporter membrane subunit LivH(livH)
b0186	ldcC	Escherichia coli str. K-12 substr. MG1655	lysine decarboxylase 2(ldcC)
b3458	livK	Escherichia coli str. K-12 substr. MG1655	L-leucine/L-phenylalanine ABC transporter periplasmic binding protein(livK)
b0185	accA	Escherichia coli str. K-12 substr. MG1655	acetyl-CoA carboxyltransferase subunit alpha(accA)
b2128	yehW	Escherichia coli str. K-12 substr. MG1655	glycine betaine ABC transporter membrane subunit YehW(yehW)
b3452	ugpA	Escherichia coli str. K-12 substr. MG1655	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpA(ugpA)
b1033	ghrA	Escherichia coli str. K-12 substr. MG1655	glyoxylate/hydroxypyruvate reductase A(ghrA)
b3453	ugpB	Escherichia coli str. K-12 substr. MG1655	sn-glycerol 3-phosphate ABC transporter periplasmic binding protein(ugpB)
b4544	arnE	Escherichia coli str. K-12 substr. MG1655	undecaprenyl-phosphate-alpha-L-Ara4N flippase - ArnE subunit(arnE)
b1276	acnA	Escherichia coli str. K-12 substr. MG1655	aconitate hydratase 1(acnA)
b3212	gltB	Escherichia coli str. K-12 substr. MG1655	glutamate synthase subunit GltB(gltB)
b3454	livF	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivF(livF)
b3697	yidA	Escherichia coli str. K-12 substr. MG1655	sugar phosphatase YidA(yidA)
b2366	dsdA	Escherichia coli str. K-12 substr. MG1655	D-serine ammonia-lyase(dsdA)
b3213	gltD	Escherichia coli str. K-12 substr. MG1655	glutamate synthase subunit GltD(gltD)
b1277	ribA	Escherichia coli str. K-12 substr. MG1655	GTP cyclohydrolase 2(ribA)
b3455	livG	Escherichia coli str. K-12 substr. MG1655	branched chain amino acid/phenylalanine ABC transporter ATP binding subunit LivG(livG)
b0180	fabZ	Escherichia coli str. K-12 substr. MG1655	3-hydroxy-acyl-[acyl-carrier-protein] dehydratase(fabZ)
b1270	btuR	Escherichia coli str. K-12 substr. MG1655	cobinamide/cobalamin adenosyltransferase(btuR)
b3691	dgoT	Escherichia coli str. K-12 substr. MG1655	D-galactonate:H(+) symporter(dgoT)
b2361	yfdR	Escherichia coli str. K-12 substr. MG1655	5'-deoxynucleotidase(yfdR)
b3450	ugpC	Escherichia coli str. K-12 substr. MG1655	sn-glycerol 3-phosphate ABC transporter ATP binding subunit(ugpC)
b3693	dgoK	Escherichia coli str. K-12 substr. MG1655	2-dehydro-3-deoxygalactonokinase(dgoK)
b3451	ugpE	Escherichia coli str. K-12 substr. MG1655	sn-glycerol 3-phosphate ABC transporter membrane subunit UgpE(ugpE)
b0182	lpxB	Escherichia coli str. K-12 substr. MG1655	lipid A disaccharide synthase(lpxB)
b0181	lpxA	Escherichia coli str. K-12 substr. MG1655	acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase(lpxA)
b3449	ugpQ	Escherichia coli str. K-12 substr. MG1655	glycerophosphodiester phosphodiesterase UgpQ(ugpQ)
b3208	mtgA	Escherichia coli str. K-12 substr. MG1655	peptidoglycan glycosyltransferase MtgA(mtgA)
b1025	dgcT	Escherichia coli str. K-12 substr. MG1655	putative diguanylate cyclase DgcT(dgcT)
b2599	pheA	Escherichia coli str. K-12 substr. MG1655	fused chorismate mutase/prephenate dehydratase(pheA)
b0175	cdsA	Escherichia coli str. K-12 substr. MG1655	CDP-diglyceride synthetase(cdsA)
b3447	ggt	Escherichia coli str. K-12 substr. MG1655	glutathione hydrolase proenzyme(ggt)
b0174	ispU	Escherichia coli str. K-12 substr. MG1655	ditrans,polycis-undecaprenyl-diphosphate synthase [(2E,6E)-farnesyl-diphosphate specific](ispU)
b1263	trpD	Escherichia coli str. K-12 substr. MG1655	anthranilate synthase subunit TrpD(trpD)
b1021	pgaD	Escherichia coli str. K-12 substr. MG1655	poly-N-acetyl-D-glucosamine synthase subunit PgaD(pgaD)
b1022	pgaC	Escherichia coli str. K-12 substr. MG1655	poly-N-acetyl-D-glucosamine synthase subunit PgaC(pgaC)
b1264	trpE	Escherichia coli str. K-12 substr. MG1655	anthranilate synthase subunit TrpE(trpE)
b3200	lptA	Escherichia coli str. K-12 substr. MG1655	lipopolysaccharide transport system protein LptA(lptA)
b0179	lpxD	Escherichia coli str. K-12 substr. MG1655	UDP-3-O-(3-hydroxymyristoyl)glucosamine N-acyltransferase(lpxD)
b3201	lptB	Escherichia coli str. K-12 substr. MG1655	lipopolysaccharide transport system ATP binding protein LptB(lptB)
b4131	cadA	Escherichia coli str. K-12 substr. MG1655	lysine decarboxylase 1(cadA)
b3041	ribB	Escherichia coli str. K-12 substr. MG1655	3,4-dihydroxy-2-butanone-4-phosphate synthase(ribB)
b4130	dtpC	Escherichia coli str. K-12 substr. MG1655	dipeptide/tripeptide:H(+) symporter DtpC(dtpC)
b4132	cadB	Escherichia coli str. K-12 substr. MG1655	lysine:cadaverine antiporter(cadB)
b2197	ccmE	Escherichia coli str. K-12 substr. MG1655	periplasmic heme chaperone(ccmE)
b4374	yjjG	Escherichia coli str. K-12 substr. MG1655	pyrimidine 5'-nucleotidase YjjG(yjjG)
b3281	aroE	Escherichia coli str. K-12 substr. MG1655	shikimate dehydrogenase(aroE)
b3040	zupT	Escherichia coli str. K-12 substr. MG1655	divalent metal ion transporter ZupT(zupT)
b4129	lysU	Escherichia coli str. K-12 substr. MG1655	lysine--tRNA ligase/Ap4A synthetase/Ap3A synthetase(lysU)
b3034	nudF	Escherichia coli str. K-12 substr. MG1655	ADP-sugar pyrophosphatase(nudF)
b1098	tmk	Escherichia coli str. K-12 substr. MG1655	Tmk(tmk)
b4123	dcuB	Escherichia coli str. K-12 substr. MG1655	anaerobic C4-dicarboxylate transporter DcuB(dcuB)
b3035	tolC	Escherichia coli str. K-12 substr. MG1655	outer membrane channel TolC(tolC)
b4367	fhuF	Escherichia coli str. K-12 substr. MG1655	ferric-siderophore reductase FhuF(fhuF)
b4120	melB	Escherichia coli str. K-12 substr. MG1655	melibiose:H(+)/Na(+)/Li(+) symporter(melB)
b1094	acpP	Escherichia coli str. K-12 substr. MG1655	acyl carrier protein(acpP)
b1095	fabF	Escherichia coli str. K-12 substr. MG1655	3-oxoacyl-[acyl carrier protein] synthase 2(fabF)
b4122	fumB	Escherichia coli str. K-12 substr. MG1655	fumarase B(fumB)
b1096	pabC	Escherichia coli str. K-12 substr. MG1655	aminodeoxychorismate lyase(pabC)
